iso3c,fabio_area_code,fabio_item_code,fabio_item,year,total_product_output,price,va_source,fao_status,gap_cause,isic,file
CPV,35,2605,"Vegetables, Other",2012,28213,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2013,28178,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2013,28178,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2014,22150,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2014,22150,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2015,19240,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2015,19240,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2016,18232,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2016,18232,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2017,9154,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2017,9154,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2018,15225,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2018,15225,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2019,15283,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2019,15283,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2020,16215,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2020,16215,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2021,18224,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2021,18224,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2022,16291,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2022,16291,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2023,13308,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CPV,35,2605,"Vegetables, Other",2023,13308,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2010,145174,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2010,145174,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2011,205561,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2011,205561,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2012,159172,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2012,159172,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2013,154317,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2013,154317,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2014,186185,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2014,186185,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2015,146682,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2015,146682,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2016,165163,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2016,165163,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2017,159324,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2017,159324,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2018,178081,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2018,178081,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2019,254566,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2019,254566,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2020,289043,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2020,289043,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2021,296070,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2021,296070,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2022,275733,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2022,275733,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2023,300438,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2532,Cassava and products,2023,300438,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2630,Coffee and products,2013,79734,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2630,Coffee and products,2013,79734,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2010,27350,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2010,27350,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2011,28750,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2011,28750,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2012,29979,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2012,29979,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2013,31578,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2013,31578,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2014,32294,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2014,32294,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2015,33637,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2015,33637,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2016,33851,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2016,33851,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2017,34210,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2017,34210,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2018,34752,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2018,34752,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2019,35120,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2019,35120,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2020,35538,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2020,35538,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2021,35102,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2021,35102,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2022,35224,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2022,35224,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2023,35593,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2612,"Lemons, Limes and products",2023,35593,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2010,0,4631.95454555061,EXIOBASE,reported,no_quantity,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2010,0,4631.95454555061,GLORIA,reported,no_quantity,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2011,0,5268.93270564533,EXIOBASE,reported,no_quantity,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2011,0,5268.93270564533,GLORIA,reported,no_quantity,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2012,0,5107.64655172414,EXIOBASE,reported,no_quantity,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2012,0,5107.64655172414,GLORIA,reported,no_quantity,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2013,0,4724.22166271158,EXIOBASE,reported,no_quantity,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2013,0,4724.22166271158,GLORIA,reported,no_quantity,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2014,0,4982.19813333503,EXIOBASE,reported,no_quantity,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2014,0,4982.19813333503,GLORIA,reported,no_quantity,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2015,0,4604.01727328254,EXIOBASE,reported,no_quantity,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2015,0,4604.01727328254,GLORIA,reported,no_quantity,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2016,0,4507.82933639061,EXIOBASE,reported,no_quantity,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2016,0,4507.82933639061,GLORIA,reported,no_quantity,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2017,0,4543.68512909673,EXIOBASE,reported,no_quantity,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2017,0,4543.68512909673,GLORIA,reported,no_quantity,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2018,0,4651.61632326964,EXIOBASE,reported,no_quantity,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2018,0,4651.61632326964,GLORIA,reported,no_quantity,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2019,0,4662.5033990282,EXIOBASE,reported,no_quantity,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2019,0,4662.5033990282,GLORIA,reported,no_quantity,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2020,0,4740.30002447661,EXIOBASE,reported,no_quantity,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2020,0,4740.30002447661,GLORIA,reported,no_quantity,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2021,0,5011.43568590143,EXIOBASE,reported,no_quantity,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2021,0,5011.43568590143,GLORIA,reported,no_quantity,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2022,0,4764.1815561654,EXIOBASE,reported,no_quantity,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2022,0,4764.1815561654,GLORIA,reported,no_quantity,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2023,0,4577.89190864194,EXIOBASE,reported,no_quantity,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2732,Mutton & Goat Meat,2023,0,4577.89190864194,GLORIA,reported,no_quantity,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2010,633,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2010,633,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2011,643,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2011,643,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2012,132,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2012,132,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2013,135,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2013,135,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2014,225,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2014,225,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2015,31,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2015,31,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2016,32,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2016,32,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2017,32,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2017,32,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2018,32,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2018,32,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2019,30,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2019,30,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2020,31,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2020,31,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2021,30,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2021,30,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2022,30,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2022,30,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2023,31,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2551,Nuts and products,2023,31,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2010,55453,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2010,55453,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2011,59668,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2011,59668,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2012,68996,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2012,68996,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2013,52721,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2013,52721,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2014,76461,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2014,76461,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2015,90272,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2015,90272,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2016,97700,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2016,97700,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2017,89296,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2017,89296,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2018,48668,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2018,48668,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2019,52758,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2019,52758,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2020,47610,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2020,47610,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2021,83288,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2021,83288,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2022,77835,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2022,77835,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2023,81335,,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2531,Potatoes and products,2023,81335,,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,976,Sheep,2016,0,,EXIOBASE,reported,no_quantity,A,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-A.rds
CRI,48,976,Sheep,2016,0,,GLORIA,reported,no_quantity,A,FABIOv2_COMBINED_GLORIA_value_added_ISIC-A.rds
CRI,48,2645,"Spices, Other",2010,1994,417.091252863122,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2645,"Spices, Other",2010,1994,417.091252863122,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2645,"Spices, Other",2011,1999,449.907820220868,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
CRI,48,2645,"Spices, Other",2011,1999,449.907820220868,GLORIA,reported,no_sua_bundle,C,FABIOv2_COMBINED_GLORIA_value_added_ISIC-C.rds
CRI,48,2645,"Spices, Other",2012,1999,471.289401317285,EXIOBASE,reported,no_sua_bundle,C,FABIOv2_COMBINED_EXIOBASE_value_added_ISIC-C.rds
